Date,Min,Max,Rain,Rad
2059/3/7,1.4,17.4,0,4.9
2059/3/8,6.7,8.6,1.5,8.1
2059/3/9,-0.8,2.5,2.2,4.5
2059/3/10,4,11.2,8.3,11
2059/3/11,0.5,9.1,20.7,12.7
2059/3/12,2.4,12.2,6.7,12.3
2059/3/13,5.7,15.4,0.5,11.5
2059/3/14,9.6,12.8,2.3,2.9
2059/3/15,2.2,6.2,6.8,2.6
2059/3/16,1.9,8.7,3.9,10.3
2059/3/17,1.4,3.8,0.3,5.7
2059/3/18,-0.6,10.5,0.4,3.6
2059/3/19,2.3,6,19.4,14.6
2059/3/20,1.7,8.5,0,18.8
2059/3/21,4.3,12.6,2.2,7.2
2059/3/22,-1,13.3,1.7,19.2
2059/3/23,4.8,13.4,0.3,4.6
2059/3/24,2.1,9.1,2.4,15.2
2059/3/25,0.3,5.5,0,12.2
2059/3/26,5.8,14,0,18.1
2059/3/27,2.4,11.8,0,15.8
2059/3/28,10.7,19.4,0,13.1
2059/3/29,3.8,7.7,0,12.6
2059/3/30,4.8,13.6,0,11.5
2059/3/31,5.8,11.8,0,16.7
2059/4/1,2.9,12.6,0,14.6
2059/4/2,6.7,16.6,0,17
2059/4/3,2.6,10.1,0,19
2059/4/4,3.6,14.6,0,8
2059/4/5,7.1,18.9,0,15.8
2059/4/6,0.7,13.6,0,12.3
2059/4/7,1.6,9.8,0,14.1
2059/4/8,1,16.2,0,13.5
2059/4/9,1,19,0,12.9
2059/4/10,10.2,13.6,0.2,16.1
2059/4/11,7.4,17.5,0,13.5
2059/4/12,5.8,10.9,0,12.6
2059/4/13,4.6,10.5,0,14.9
2059/4/14,8.5,23.6,0,11.9
2059/4/15,-1.3,22.6,0,15.7
2059/4/16,7.7,9,0,21.9
2059/4/17,5.5,10.1,0,24
2059/4/18,-0.8,16.6,0,20.3
2059/4/19,5.4,7.4,2.8,7.6
2059/4/20,3.1,12.5,0,21.2
2059/4/21,9.9,10.8,23.2,7.1
2059/4/22,4.5,14.7,0.2,11.4
2059/4/23,5.3,15.2,0,15.2
2059/4/24,3.1,12.2,0,23.9
2059/4/25,-0.1,11.2,0,15.2
2059/4/26,4.6,13.6,0,12.2
2059/4/27,0.9,15.3,0,25
2059/4/28,7,11.3,0,24
2059/4/29,9.2,18.1,0,21.2
2059/4/30,6.4,20.3,0,8.6
2059/5/1,6.1,20.6,0,17
2059/5/2,9.4,14.8,0.1,7.6
2059/5/3,4.4,17,3,16.8
2059/5/4,7.7,16.4,0,18.8
2059/5/5,8.7,25.9,0,13.2
2059/5/6,7.5,13.4,0.9,15.6
2059/5/7,6.8,12.9,5.1,11.3
2059/5/8,11.6,26.3,0,18.1
2059/5/9,3.8,11.6,0.2,16.2
2059/5/10,4.3,18.5,0,15
2059/5/11,2.8,20.5,7.4,5.6
2059/5/12,5.7,11.5,0,28
2059/5/13,12.6,19.2,3.8,15.3
2059/5/14,5,12.4,0.7,20.4
2059/5/15,11.3,23.5,0,13.1
2059/5/16,4.3,16.2,23.1,17.8
2059/5/17,9.4,19.2,0.6,10.7
2059/5/18,5.4,25.8,0,26.3
2059/5/19,13.3,17.6,0.1,10.5
2059/5/20,10.6,15.5,0,24.3
2059/5/21,7.9,14.8,1.4,25.3
2059/5/22,9.2,23.1,0,15.1
2059/5/23,9,22.5,0,20.2
2059/5/24,9,18.5,1,10.3
2059/5/25,8.6,15.9,4.7,13.5
2059/5/26,4.3,23.5,0,27.1
2059/5/27,9.1,21.7,0,28.8
2059/5/28,11.2,16.8,0.5,7
2059/5/29,8.4,20.7,0,28.3
2059/5/30,10.9,17.2,0,17.8
2059/5/31,9.1,19.3,0,27.6
2059/6/1,9.9,17.4,0.6,18.2
2059/6/2,13.5,14.1,0,22.4
2059/6/3,15.6,18.8,0,23.7
2059/6/4,6.4,23,0,19.9
2059/6/5,8.9,14.3,0.9,9.3
2059/6/6,11.9,16.5,5.8,17
2059/6/7,11.1,17.8,10.2,6.4
2059/6/8,9.4,22.4,0.4,20.3
2059/6/9,14.1,19.7,2.2,5
2059/6/10,6.6,22.8,0.6,7.8
2059/6/11,17.2,20.6,0,23.4
2059/6/12,8.4,22.6,0,24.8
2059/6/13,15.5,19.2,0,28.2
2059/6/14,6.6,21.6,0,19.6
2059/6/15,15.8,22.8,0,9.7
2059/6/16,12.8,24.1,0,27.2
2059/6/17,11.6,23.8,0,17.9
2059/6/18,12.7,22.8,0,25.5
2059/6/19,14.4,23.3,0,21.6
2059/6/20,12.8,16.1,0,16.7
2059/6/21,14.6,21.5,0.7,8.8
2059/6/22,9.2,20.4,4.2,10.3
2059/6/23,13.2,22.9,10.9,5.5
2059/6/24,14.4,21.6,0.2,10.4
2059/6/25,12.6,18.6,1.7,25
2059/6/26,12.3,18.1,0,27.6
2059/6/27,12.9,21.2,1.9,21
2059/6/28,11.4,17.8,6.2,17.2
2059/6/29,12.6,19.3,1.7,13.8
2059/6/30,10.5,23.7,0,18.5
2059/7/1,10.2,23.8,0,29
2059/7/2,11.5,21.3,0,27.7
2059/7/3,12.3,27.3,0,22.2
2059/7/4,11.2,20.4,0,19.3
2059/7/5,9,22.1,0,24.7
2059/7/6,10.3,21,0,16.8
2059/7/7,11,20.5,0,13.3
2059/7/8,12.8,25.2,0,23.2
2059/7/9,16.3,25.3,0,16.3
2059/7/10,12.9,19.5,0,11.5
2059/7/11,12,22.5,0,11.1
2059/7/12,14.3,24.4,0,21
2059/7/13,10.9,21.4,0,19
2059/7/14,14,24,0.1,15.1
2059/7/15,14,22.8,3.2,17.3
2059/7/16,14.6,25.1,0,17
2059/7/17,20.1,21.1,0,23.7
2059/7/18,9.9,20.7,0,16.2
2059/7/19,15,30,0,24
2059/7/20,15.6,20.8,0,10.7
2059/7/21,11.9,26.6,0,16.1
2059/7/22,18.3,20.1,9.6,8.6
2059/7/23,12.2,20.6,2.3,10.9
2059/7/24,11.6,17.9,17.1,14.9
2059/7/25,11.7,19.7,2.4,9
2059/7/26,13.9,23.1,5.8,17.4
2059/7/27,10.9,29.7,0,17.6
2059/7/28,13.8,24.9,0,19.1
2059/7/29,13.1,16.5,3.9,5.9
2059/7/30,16.7,16.8,11.2,19
2059/7/31,7.8,22.3,0,6.9
2059/8/1,14.1,19.8,0,13
2059/8/2,9.8,24.9,5.6,3.6
2059/8/3,13.8,24.2,7,15
2059/8/4,14.6,23.2,2,9.2
2059/8/5,15.8,19.1,0,4.4
2059/8/6,8.3,27.9,0,12
2059/8/7,16,29.7,0,17.3
2059/8/8,14.8,22,0,20.5
2059/8/9,11.9,21.1,12.5,12.2
2059/8/10,14.8,21.3,0.2,6.9
2059/8/11,11.1,27.8,0,15.5
2059/8/12,10.9,23.1,0,9.6
2059/8/13,15.9,24.9,0,15.4
2059/8/14,10.6,27.6,0,17
2059/8/15,11.2,22.8,0,12.9
2059/8/16,12,20.5,0.7,14.5
2059/8/17,10.8,22.9,0.8,12.8
2059/8/18,11,25,0.1,13.6
2059/8/19,17.7,20.1,0,15.4
2059/8/20,12.9,20.8,0,17.6
2059/8/21,15.3,22.4,0,8.3
2059/8/22,13.3,19.8,0.1,15.8
2059/8/23,11,21.4,0.1,5.1
2059/8/24,13.7,22.4,0,15.8
2059/8/25,13.7,21,0,18.3
2059/8/26,12.2,20.1,0,11.1
2059/8/27,9.3,18.2,0,10.6
2059/8/28,13.2,22.4,0,17.6
2059/8/29,10.5,20.9,0,3.5
2059/8/30,11.2,27.6,0,10.1
2059/8/31,11,17.3,4.2,9.3
2059/9/1,9.5,15.2,17,14.2
2059/9/2,9.4,19.2,26.8,15
2059/9/3,11.2,20.2,1.7,6.3
2059/9/4,9.3,19.1,0.6,8.7
2059/9/5,8.1,19.4,0,12.3
2059/9/6,12.6,20,7.5,15.2
2059/9/7,11.7,16.1,0.1,11.8
2059/9/8,10.3,18.4,13.7,16.5
2059/9/9,9.6,17.6,9.4,12.3
2059/9/10,8.8,16.8,0.1,12.3
2059/9/11,11.7,20.5,4.9,3.1
2059/9/12,11.8,16.7,14.9,7.7
2059/9/13,12.7,20.3,0.7,10.6
2059/9/14,13.4,21.2,6,11.7
2059/9/15,13.7,14.2,8.3,5.3
2059/9/16,6.8,17.4,0.1,3.3
2059/9/17,12.7,13.9,27.7,9.3
2059/9/18,13.2,17.1,0.1,2.2
2059/9/19,7.1,13.9,0.2,9.3
2059/9/20,11,19.4,0.1,8.7
2059/9/21,9.6,20.9,0,2
2059/9/22,10.7,15.6,0,9.8
2059/9/23,13.2,14.2,0,12
2059/9/24,7.1,18.3,0,9.1
2059/9/25,9.1,12.5,0,9.2
2059/9/26,1.6,15.6,0,1.8
2059/9/27,8.7,15.3,0,5.9
2059/9/28,8.3,13,1.6,3
2059/9/29,7.6,23,2.3,8
2059/9/30,8.2,18.2,0,10.5
2059/10/1,9.7,13.5,7,4.1
2059/10/2,9.4,11.8,5.9,7.4
2059/10/3,3.1,13.8,0,5.4
2059/10/4,8.6,16.3,4,5
2059/10/5,4.4,14.2,2.5,8.1
2059/10/6,6.6,15,24.3,10.5
2059/10/7,3.1,9.6,10.8,2
2059/10/8,-0.9,14,0,9.8
2059/10/9,2.3,17.6,0,8.9
2059/10/10,3.1,15.3,0,7.9
2059/10/11,8.1,10.1,9.7,6.3
2059/10/12,2.3,15.7,2.5,2.7
2059/10/13,1.3,15.9,14.1,2.5
2059/10/14,4.6,8.6,21.2,6.1
2059/10/15,7.7,11.4,7,6
2059/10/16,0,15.5,0,2.3
2059/10/17,8.6,10.6,0,7.5
2059/10/18,6.3,8.4,8.2,1.3
2059/10/19,4.7,8.7,0,7.9
2059/10/20,8.7,9.1,0,6.4
2059/10/21,6,17.3,2.5,3.2
2059/10/22,9.5,15,0.4,5.6
2059/10/23,6.9,13.2,0.1,6.1
2059/10/24,2.4,8.5,17.3,3.2
2059/10/25,-1.8,10.5,0,4.9
2059/10/26,3.8,6.9,0,6.1
2059/10/27,0.8,11.9,0,5.7
2059/10/28,2.4,9,0,6.6
2059/10/29,-0.9,9.5,0,5.6
2059/10/30,-1.7,11.9,0,3.3
2059/10/31,9.3,11.3,0.4,1.8
2059/11/1,6.9,12.1,0.3,5.9
2059/11/2,0.3,12.8,1.6,4.6
2059/11/3,-1,4,0,5.5
2059/11/4,1.8,13.3,0,3.4
2059/11/5,8.6,13.2,1.2,0.9
2059/11/6,10.8,12.2,4,1.6
2059/11/7,-0.1,10.8,5.3,5.1
2059/11/8,8.7,10.7,0.4,3.9
2059/11/9,8.2,14.8,0.8,3.4
2059/11/10,4.6,14.5,5,1.5
2059/11/11,2.8,13,0,2.9
2059/11/12,8.5,10.8,0,4.4
2059/11/13,6.1,9.2,11.9,4.8
2059/11/14,-2.9,11.2,0.4,5.2
2059/11/15,1.2,10,2.4,1.8
2059/11/16,7.4,8.6,0,1.9
2059/11/17,1.4,6,0,3
2059/11/18,0.8,8.9,0,4.4
2059/11/19,5.1,12.3,4.7,2.3
2059/11/20,3.9,5.8,8.7,2.4
2059/11/21,2.1,4.6,0,1.7
2059/11/22,-4.2,8.6,0,4
2059/11/23,5,5.8,0,1.9
2059/11/24,0.3,8.4,1.3,1.8
2059/11/25,-0.7,13.6,0.5,3.2
2059/11/26,3.6,9.7,22.2,2.7
2059/11/27,4.9,12.8,1.7,2.1
2059/11/28,0.8,10.8,0,0.7
2059/11/29,4.2,6.2,1.1,2.4
2059/11/30,-12,13.2,0.3,4.5
2059/12/1,6.2,11,0,1.4
2059/12/2,-1.6,5.9,0.4,1.6
2059/12/3,7.1,8.8,0,3.3
2059/12/4,1.2,8.7,0.2,0.6
2059/12/5,1.6,7.3,15.3,2.6
2059/12/6,3.6,9.5,18.8,2.2
2059/12/7,-0.5,8.9,0.6,2.6
2059/12/8,-2.4,7.7,0.1,1.3
2059/12/9,2.9,12.1,1.7,2.2
2059/12/10,7,7.7,4,0.7
2059/12/11,-0.7,9.5,1.7,3
2059/12/12,-6.6,10.8,1.6,0.6
2059/12/13,4.3,8.3,6.4,3.3
2059/12/14,0.8,11.4,4.6,1.5
2059/12/15,5.3,7.3,0.8,2.8
2059/12/16,-0.3,0.3,0.1,0.8
2059/12/17,0.5,5,0,4.4
2059/12/18,0.6,5.5,0,3.6
2059/12/19,1.1,3.1,0,4.1
2059/12/20,0.5,5.6,4.2,2.2
2059/12/21,3.5,5.7,0.1,2.2
2059/12/22,0.4,9.4,0.1,1.7
2059/12/23,0.6,11.5,6.1,0.7
2059/12/24,0.9,12.6,1.1,0.7
2059/12/25,-0.6,8.6,1.2,0.7
2059/12/26,-3.9,13.3,0.6,1
2059/12/27,2.5,5.6,0,3.8
2059/12/28,0.3,10.4,0,1.3
2059/12/29,5.6,11.8,2.7,0.8
2059/12/30,1.5,12.1,7.4,1
2059/12/31,1.8,11.2,2.1,0.8
2060/1/1,2.7,11.4,3.2,1.5
2060/1/2,7.7,13.2,4.5,3.1
2060/1/3,2.1,9.5,2.4,0.8
2060/1/4,5,7,0.9,1.1
2060/1/5,5.3,11.1,1.6,1.8
2060/1/6,4.7,6.9,0,0.9
2060/1/7,5.1,9.8,4,1
2060/1/8,2,12,2.9,2.1
2060/1/9,4.4,6.4,3.9,1.2
2060/1/10,1.9,5.3,0,4.6
2060/1/11,-3.5,8,0.1,3.5
2060/1/12,4.6,7.4,4.2,4.5
2060/1/13,0,8.2,0.1,1.5
2060/1/14,-4.4,10.7,0.3,0.9
2060/1/15,0.6,9.9,0.2,2.5
2060/1/16,7.7,9.7,0,4
2060/1/17,1.1,3.2,0,3.3
2060/1/18,6.4,7.8,0.1,6.8
2060/1/19,6.3,12.8,0.3,4.8
2060/1/20,-2.1,12.9,4.8,5.9
2060/1/21,-0.8,8.5,0,2.7
2060/1/22,-2.1,2.5,0,7.1
2060/1/23,3,5,0,4.2
2060/1/24,5.6,8,0.1,5.9
2060/1/25,-0.8,3.8,9.5,2.1
2060/1/26,0,2,0,4.4
2060/1/27,-1.5,5.8,0,6.3
2060/1/28,-0.3,5.1,0,2.4
2060/1/29,4.2,9.9,0.1,5.6
2060/1/30,0.3,10.7,0.1,4.6
2060/1/31,3.9,12.9,0.2,3.3
2060/2/1,7.2,9.1,0.1,3.1
2060/2/2,-0.1,1.9,1.1,2.8
2060/2/3,-1.5,11.6,8.9,2.3
2060/2/4,1.4,8.5,0,7.3
2060/2/5,-0.4,5.7,0,9.5
2060/2/6,1.9,15.5,0,9
2060/2/7,-4.9,9.9,0.4,4
2060/2/8,-6.2,12.6,0,3.9
2060/2/9,-2.4,7.7,6.6,5.8
2060/2/10,-0.2,4.8,0,6.2
2060/2/11,-0.6,8.7,0,7.6
2060/2/12,0.1,8.6,0,2.8
2060/2/13,2.4,8.4,0,2.3
2060/2/14,-0.2,8.5,0,3.7
2060/2/15,-0.7,9.4,0.1,1.7
2060/2/16,0.3,11.6,0,9.3
2060/2/17,-0.2,6.1,0,3.8
2060/2/18,2.3,4.3,0,12
2060/2/19,0.6,3,0,10.6
2060/2/20,1,8.4,0,11.7
2060/2/21,1.1,7.8,0,3.3
2060/2/22,1,7.7,0,5.7
2060/2/23,0.3,11.7,0,9
2060/2/24,-4.7,11.6,0,3.5
2060/2/25,-3.2,13.5,0,9.6
2060/2/26,4.9,6.1,0,2
2060/2/27,0.6,8.3,5.8,11
2060/2/28,0.7,8.6,6.8,11.1
2060/2/29,0.8,10.3,1.5,5.2
2060/3/1,3.8,10.1,9.3,2.2
2060/3/2,1.4,10.7,0.3,5.8
2060/3/3,5.6,14.3,2.5,10.6
2060/3/4,1.1,10.7,0.9,5.8
2060/3/5,2.7,4,1.7,7.6
2060/3/6,1.5,10.5,0.8,4.5
2060/3/7,4.2,10.9,2.3,7
2060/3/8,4.4,12.2,0.1,2.4
2060/3/9,6.3,8.1,7.5,8.8
2060/3/10,8,8.3,0,13
2060/3/11,3.5,8,0.2,4.7
2060/3/12,-0.2,5.3,9.8,3.5
2060/3/13,-1,3.6,0,15.7
2060/3/14,2.7,11.7,0,15
2060/3/15,2.4,14.7,0,11.5
2060/3/16,4.5,8.2,2.2,7.5
2060/3/17,7,10.5,1.1,10.6
2060/3/18,0.8,13.2,0,7
2060/3/19,5.2,11.1,0,18
2060/3/20,3.9,15.6,0,18
2060/3/21,0.5,13.8,0,8.3
2060/3/22,5.2,14.7,0,17.4
2060/3/23,1.3,10.9,0,19.7
2060/3/24,3.2,13.9,0,10.3
2060/3/25,8.1,10.1,0,16.4
2060/3/26,4.8,15.7,0,15.8
2060/3/27,2.8,15.5,0,19.5
2060/3/28,6.9,17.5,0,14.3
2060/3/29,1.3,10.1,5.1,6
2060/3/30,0.2,12.8,0,18.3
2060/3/31,3.2,10.7,0,8.3
2060/4/1,4.8,10.8,1.1,8.7
2060/4/2,3.5,8.6,0.2,7.6
2060/4/3,5.6,10.4,0,18
2060/4/4,8.9,15.1,0.3,11.5
2060/4/5,10.4,11.8,8.4,11.9
2060/4/6,2.3,16.3,0.1,22.8
2060/4/7,1.3,13,0,21.3
2060/4/8,2.4,8.4,0,9.7
2060/4/9,6.2,11.4,0,8.8
2060/4/10,1.9,10.8,0,12.2
2060/4/11,8.9,21.6,0,20
2060/4/12,1.2,14.2,0,7.5
2060/4/13,0.8,9.7,0,18.3
2060/4/14,10.1,18,0,9.3
2060/4/15,1.8,12.2,0,17.7
2060/4/16,6.3,14.3,0,11.5
2060/4/17,1.9,19.9,0,14.5
2060/4/18,7.1,14,0,25.2
2060/4/19,3.1,21.6,4.4,17.1
2060/4/20,8.2,13.9,0,18
2060/4/21,9.8,16,0.7,8.8
2060/4/22,5.5,16.8,0,12.7
2060/4/23,4.2,16.4,6,5
2060/4/24,10.5,12.8,18,6.2
2060/4/25,7,14.7,1.2,6.2
2060/4/26,4.4,13,2.6,7.2
2060/4/27,11.5,12.8,0.7,16
2060/4/28,8.1,23.8,0,20.6
2060/4/29,8.4,16.2,0,14.6
2060/4/30,10.1,13,0,14.6
2060/5/1,7.7,13.4,0,14.9
2060/5/2,7.4,18,0,17.3
2060/5/3,10.4,15.7,0.2,8.8
2060/5/4,6.3,16,0,24.6
2060/5/5,9.8,19.1,5.4,17.6
2060/5/6,5.5,14.7,9.6,15.1
2060/5/7,9.9,16.6,5.7,22.2
2060/5/8,8.1,15.4,0,12.1
2060/5/9,8.8,26.2,0,25.5
2060/5/10,12.1,17.1,0,20
2060/5/11,7.9,14.1,7.3,23.7
2060/5/12,3.9,22.5,0,20.7
2060/5/13,9,13.5,0,17.4
2060/5/14,11,13.5,0,19.2
2060/5/15,10.7,20.2,0.4,14.3
2060/5/16,9.1,17.8,0.8,8.5
2060/5/17,7.2,15.2,0.5,14.6
2060/5/18,8.6,12.9,11.5,8.1
2060/5/19,7.9,18.9,10.4,9.3
2060/5/20,8.8,18.5,3.5,14.4
2060/5/21,9.5,18.9,0.5,14.3
2060/5/22,10.9,23.7,3.7,19.6
2060/5/23,3.7,24.5,0,19.7
2060/5/24,4.1,24.8,4.7,10.6
2060/5/25,12,15.8,0,27.6
2060/5/26,13,17,0,18.8
2060/5/27,8.2,23,0,27.9
2060/5/28,10.7,21.6,0,22.4
2060/5/29,4.4,29.2,0,7.8
2060/5/30,4.1,20.3,0,11.7
2060/5/31,11.4,26.3,0,28.5
2060/6/1,10.7,19.2,4.9,20.6
2060/6/2,15.2,20.3,0,16.2
2060/6/3,10.7,19.1,0,14.1
2060/6/4,12.6,14.8,8.9,12.7
2060/6/5,10.3,17.3,3.5,13.7
2060/6/6,13.1,22.4,0,27.2
2060/6/7,8.8,20.2,0,29.2
2060/6/8,8.2,26,0,27.2
2060/6/9,9.5,23.7,0,16.5
2060/6/10,11.8,18.8,0,22.7
2060/6/11,11.6,22,0,23.9
2060/6/12,11,21.4,0,25.8
2060/6/13,9.5,17.5,0,21.5
2060/6/14,4.9,18,0.5,9.9
2060/6/15,10.5,18.6,5.9,10.8
2060/6/16,11.7,22.6,1.1,13.1
2060/6/17,12.1,16.2,0.4,23.1
2060/6/18,14.5,19.8,0.9,13.2
2060/6/19,11.2,19.2,3.3,6.2
2060/6/20,13.8,21.4,0.8,10.9
2060/6/21,13.4,23.6,0.5,12.7
2060/6/22,11.1,21.7,0.4,11.6
2060/6/23,10.8,25,4,12.4
2060/6/24,11.4,23.8,0,25.4
2060/6/25,18.4,27.1,0,22.6
2060/6/26,11.1,26.5,0,26.4
2060/6/27,13.1,17.4,0.4,16.3
2060/6/28,12.8,19.5,0.7,4.4
2060/6/29,13.3,26.5,5.4,11.9
2060/6/30,13.1,28.5,0,9.7
2060/7/1,7.4,21.9,0,26.3
2060/7/2,13.9,20.5,0.4,10.1
2060/7/3,13.9,19.4,4.7,7.3
2060/7/4,13.4,20.2,0.8,17.7
2060/7/5,15.6,31.4,0.3,6.4
2060/7/6,14,24.6,0,24.8
2060/7/7,12.8,18.1,0,17.3
2060/7/8,13.3,24.7,0,18.8
2060/7/9,16.2,23.4,0,21.1
2060/7/10,14.9,22,13.6,7.3
2060/7/11,13.9,27.7,0,20.5
2060/7/12,9.8,26.3,0,21
2060/7/13,13.2,32.9,0,15.6
2060/7/14,9.5,21.8,0,18
2060/7/15,12.6,20.6,0,19.7
2060/7/16,15.1,17.8,0,18.3
2060/7/17,11.3,24.4,0,8.8
2060/7/18,15.7,26,0,16.1
2060/7/19,12.8,25.5,0,13.8
2060/7/20,14.6,27.4,0,23.3
2060/7/21,14.4,26.1,0,18
2060/7/22,14.3,20.5,0.2,6.1
2060/7/23,9.4,20.7,0,23.7
2060/7/24,12.8,23.2,0,22.3
2060/7/25,20.2,30,0,15.5
2060/7/26,15.7,20.8,0,19.3
2060/7/27,12.8,20.8,1.1,8.1
2060/7/28,15.8,29.5,0,10
2060/7/29,14.5,18.9,1.4,13.9
2060/7/30,14.6,36.6,0,18.7
2060/7/31,9,21.7,3.8,13.2
2060/8/1,15.2,19.8,10,8.3
2060/8/2,15.8,28.7,0.3,18.2
2060/8/3,8.3,21.8,0.4,8.7
2060/8/4,11,19.3,4.7,11.7
2060/8/5,12.6,26.2,8.3,15.4
2060/8/6,15.1,22.2,32.6,9.7
2060/8/7,14.3,27,0.2,3.4
2060/8/8,13.1,21,6.9,13.4
2060/8/9,11.6,18.2,0,11.3
2060/8/10,15.1,25.3,0,11.2
2060/8/11,9.8,17,0,20.3
2060/8/12,8.9,24.4,0,17.4
2060/8/13,13.9,23.4,0,17.4
2060/8/14,7.4,17.5,0,17
2060/8/15,15.7,17.8,0,16.8
2060/8/16,9.2,22.9,0,12.1
2060/8/17,13.8,25.7,0.1,7.1
2060/8/18,9.6,23.2,0,21.1
2060/8/19,13.7,32,0,17.9
2060/8/20,14.3,18.3,0.3,3.5
2060/8/21,13.6,20.6,0,17.3
2060/8/22,15,19.8,0,8.9
2060/8/23,9.8,18,8.8,13.1
2060/8/24,14.4,17.1,3.5,12.8
2060/8/25,16.7,21.5,14,14.6
2060/8/26,12.7,22.4,3.3,6.6
2060/8/27,8,21.6,0,15.8
2060/8/28,11.1,25.5,0,10.6
2060/8/29,8.6,21.7,0,14.1
2060/8/30,9,23.5,0,9.8
2060/8/31,13.7,15.8,0,18.1
2060/9/1,8.5,24.5,0.1,11.7
2060/9/2,10.4,18.1,0,2.6
2060/9/3,10.6,16,0,6.1
2060/9/4,16,23,0,14.1
2060/9/5,10.4,18.9,1.4,14.9
2060/9/6,12.5,17.2,7.6,16.7
2060/9/7,8.4,24.3,0.1,3.5
2060/9/8,10.9,20.5,0,11.8
2060/9/9,11.1,14.8,0,13.6
2060/9/10,3.7,16.7,0,10.8
2060/9/11,14,15.2,0,14.8
2060/9/12,8.2,18.3,0,6.1
2060/9/13,10.9,15.6,0.1,4.5
2060/9/14,9.2,21.5,0,11.1
2060/9/15,11.2,18.6,0.1,9
2060/9/16,10,15.1,0,10.4
2060/9/17,4.5,15.6,0,9.6
2060/9/18,8.8,13.6,0,11.8
2060/9/19,8.1,18.1,0,12.1
2060/9/20,7.6,12.7,0,9.6
2060/9/21,12.7,17.4,0,3.4
2060/9/22,7.1,14.5,19.3,7.2
2060/9/23,4.5,11.8,7,2.6
2060/9/24,13.6,15.6,2.6,4.9
2060/9/25,11.5,13.5,0.3,2
2060/9/26,14.3,16.3,3.8,6.1
2060/9/27,9.4,17.8,6.9,7.7
2060/9/28,7,18.3,25.2,1.9
2060/9/29,6.5,9,0,3.4
2060/9/30,11.2,14.5,0,9.2
2060/10/1,3.1,10.2,0,10.1
2060/10/2,6.1,7.7,0,3.2
2060/10/3,-0.5,14.7,0,6.8
2060/10/4,10,16.8,0,8.1
2060/10/5,9.6,11.6,0,6.4
2060/10/6,4.1,9.9,0,3
2060/10/7,4.4,14.7,0,8.5
2060/10/8,10,15.3,1.1,2.6
2060/10/9,2.1,15,0.6,1.4
2060/10/10,1.5,15.3,6.9,5.9
2060/10/11,8.7,9.6,21.5,5.6
2060/10/12,6.6,14.2,0.1,2.1
2060/10/13,1.3,12.9,0,5
2060/10/14,4.4,15.2,0,4.3
2060/10/15,5.8,7.8,0,7.4
2060/10/16,3.8,9,0,6
2060/10/17,11.4,13.4,0,7.4
2060/10/18,9.8,13.8,0,6.5
2060/10/19,3.8,7.6,0,8.1
2060/10/20,1.3,6.7,0,6
2060/10/21,8.1,10.1,0,6.9
2060/10/22,4.6,13.1,0.4,2.3
2060/10/23,4.7,6.7,0.4,3.1
2060/10/24,4.2,6.6,0,7.1
2060/10/25,2.2,9.2,0,1.6
2060/10/26,3,12.1,0,5
2060/10/27,4.9,8.7,6.7,2.1
2060/10/28,7.5,12.6,30.4,6.8
2060/10/29,8.1,8.4,2.4,1
2060/10/30,1.4,11.5,6.4,3.6
2060/10/31,1.1,9.1,6,5
2060/11/1,5.7,6.8,4.4,6.2
2060/11/2,10,11.9,4,2
2060/11/3,2.6,6.1,0.1,2.4
2060/11/4,5.6,9.7,0.1,3.9
2060/11/5,-0.2,8.2,0.3,0.9
2060/11/6,3.9,7.9,0,4.9
2060/11/7,2.9,11.9,0.9,0.8
2060/11/8,2.9,6.9,0.2,4.9
2060/11/9,7,9,10.7,0.8
2060/11/10,3.2,15.5,0,2.7
2060/11/11,-1,11.3,0,2.5
2060/11/12,0.2,8.2,6.5,1.2
2060/11/13,6.6,13,6.5,1.3
2060/11/14,1.8,11.3,4.4,3.6
2060/11/15,-0.5,13.1,4.6,0.8
2060/11/16,4.1,12.5,0.4,1.6
2060/11/17,5.8,7.8,0.1,3
2060/11/18,8.5,10.5,0,2.4
2060/11/19,-5.5,10.1,5.4,2.8
2060/11/20,-2.1,8.4,0.9,1.4
2060/11/21,0.9,6.2,0,3.6
2060/11/22,-0.8,7.8,0,3.9
2060/11/23,4.7,6.7,0.1,1
2060/11/24,-4.3,5.9,0,2.5
2060/11/25,4.5,6.5,0,3.6
2060/11/26,-3.7,6.9,24.1,1.6
2060/11/27,3.6,12.8,2,1.5
2060/11/28,6.5,12.1,5.9,4.5
2060/11/29,-2.9,6.4,0.3,1.4
2060/11/30,1.5,5.5,7,2.2
2060/12/1,2.6,4.6,3.9,2.5
2060/12/2,1.7,6.4,0.9,0.6
2060/12/3,-0.5,9.4,0.3,0.6
2060/12/4,1.3,5.8,4,3.2
2060/12/5,4.9,5.5,2.4,2.2
2060/12/6,6,7.7,3.1,0.8
2060/12/7,5.3,9.7,8.7,1.7
2060/12/8,4.8,13.7,15.2,3.2
2060/12/9,-13.8,11.2,0.1,1
2060/12/10,3.1,6.4,0.9,3.1
2060/12/11,-2.5,4.6,4.3,0.6
2060/12/12,0.6,5.7,7.2,2.9
2060/12/13,7.6,9.6,6.6,0.6
2060/12/14,-1.9,10.4,6.7,1.7
2060/12/15,6.9,8.9,0.4,3.6
2060/12/16,2.5,7,4.7,1.7
2060/12/17,2.8,11.5,0.4,0.9
2060/12/18,5,8.1,0.4,2.1
